User ID,Age,Daily Work Hours,Daily Leisure Hours,Daily Exercise Minutes,Daily Sleep Hours,Screen Time (hours),Commute Time (hours),Productivity Score
1,58,4.625481796310857,4.740419253529367,116.04632177112418,8.128203077055034,1.593303072372694,0.18505710873343828,15.684493894835361
2,48,9.042637791882537,4.027292045454532,47.13525309712121,5.960282961950266,1.8593825606796213,0.7988645580617089,21.034459215437906
3,34,9.464117189534278,2.096786121156007,102.50662876090416,5.5772368028864125,3.3826323541611867,0.8378584478748379,19.41294765944596
4,27,4.736864691074403,2.354589186182472,92.77068500369595,5.462805272721209,4.689402075843712,1.0291235806965968,11.003370075047757
5,40,5.415436207570487,2.9732721967351603,37.199992460614716,5.10900004780326,1.6950110259953886,1.417928534247555,11.806382065135233
6,58,4.993123062203739,4.23740505382178,27.844779468132717,7.094345940885812,3.2003553753324923,1.8122018573608516,14.809201366813838
7,38,5.1179252769647245,0.8092077463322049,54.98815804714006,5.873039490774918,3.4142563720505237,0.27546819777561726,11.965297089165556
8,42,9.024944734014952,2.4093359864819965,93.76186087372875,8.957727063118526,2.0614282083429565,0.10869619669731412,20.792768274722714
9,30,5.992878475929634,0.8717794855667091,115.22013416744944,7.297747023488823,1.5777918834031586,0.03706246718866657,16.628253228752314
10,30,5.868665584273847,2.815959139580802,91.6294882639887,5.551541077424042,5.182104614928198,0.2872427561376325,15.306329318256957
11,43,5.364373725262675,4.5450537080280595,102.6248382022044,7.755050163245461,3.5123282488138274,1.3158989715632519,16.41846536749077
12,55,7.647366362765553,4.0211821605377205,72.36771674046199,8.590974266038902,1.0719061799207648,1.4549541559929933,19.903693730838416
13,59,6.275834190313293,1.525290878943995,100.24893970105511,7.980717981478458,5.014906506545519,1.5730114270562443,12.791094632063688
14,43,8.465497911059733,4.891958823194566,94.13050296041011,5.305759444157791,5.903969027072924,0.48741642380868533,19.132826686247803
15,22,5.2334788502538245,3.503076791208928,45.23826503115361,8.583536724770639,4.029630977071236,0.6117896265230398,16.2220944908135
16,41,8.726739332286954,0.5469246472883138,66.23883625448653,8.175717543439859,3.5185419354203535,0.9662692911309989,17.61072858747719
17,21,7.6223291903808335,1.6493606810834878,96.57037463876338,5.633215600422457,5.392079315224809,0.126366193720453,18.334126501637446
18,43,4.6856038003341265,1.6732098496396244,5.526808102794765,5.2071435549312675,5.762583948422993,1.2222830464224923,8.035359654620613
19,49,6.487027505221766,0.8116443782863697,96.96951388269959,7.2292423012572335,4.772684579512303,1.9674700673515155,10.843754508749281
20,57,9.181108843677741,4.819219331341681,21.346574885882813,5.624143245359908,3.227264648671439,0.7216126227560051,15.678489976283094
21,21,9.537761390790909,2.6521488255916568,61.76203405457267,8.338363810381088,3.961106996657202,1.5056949501827679,21.420446978663147
22,40,6.794200733912879,4.531165688173469,96.99305274671251,6.4333386266866945,4.504676825089996,1.000067831139216,17.38597520663593
23,52,6.885021868534441,1.9499697655008275,30.458529378803384,8.651569778946302,1.971367855009007,0.25562368872076546,15.289416524588564
24,31,9.510728349635807,1.063551066947722,29.496892716738362,7.262752688564023,3.2360051610821903,1.1644748976051726,18.970346651032052
25,41,7.522409344819403,2.6345124945779625,48.331727815470224,5.730689536958673,5.149106323586425,0.5997485368881299,12.839646739382285
26,44,4.19708002146063,1.0128048562144272,107.35713570931614,5.5583954694392,4.273626742492215,0.06880641690691647,12.558622554077163
27,46,9.476496777274773,2.6870697633989296,0.053133772464946105,7.305889750231016,3.0560203360592704,1.2698594602354876,22.357713756360237
28,47,5.489358656542912,4.641337315487335,108.1659715970322,8.047534447449776,4.316812670073407,1.7178646986494552,18.554804008858454
29,35,7.465791724549283,2.843456638253957,18.456842956992933,8.126022590968729,1.5911120603622995,0.6895395337997483,20.15619704114078
30,34,4.993079904567843,3.274248771027876,118.81036512809784,6.1030296177651255,3.0074880528243817,0.780591094425541,15.441654831756331
31,22,4.20327496147957,1.2048729663821374,114.58163916461618,5.81698703564867,4.965642689815282,1.782043365934423,6.825490246952315
32,56,5.868839026796545,0.6968103164598627,59.361022750954,5.06702521796953,2.10254393568324,1.6272176267347118,11.097995289357083
33,26,8.682974245276526,0.9986358298091317,61.52642973751538,7.716796604804678,1.9298075377870885,1.4299056471035543,18.424974558003957
34,40,5.665523035776509,3.1933920905796453,57.785920833102516,5.306273033734156,5.754093299582157,0.49759412750629584,14.163950953741736
35,28,5.320583284486583,0.927552645465371,76.25323747914271,6.683044807063704,2.0494881479311537,1.820433309933289,8.074297258126101
36,58,5.2760847060473575,2.1919680047359016,10.886604268191725,7.406728656073184,2.3045928982508403,0.308831515078426,13.182515557457604
37,37,7.091042094440875,2.975413732061702,3.9141538009879806,8.748435779678708,5.84807969452169,1.2535410388344437,16.426725001641394
38,23,9.853247894096537,2.2489375938343117,6.924351409907863,6.2472085478230746,4.673542851325129,0.0576023610930374,22.136569990909006
39,44,6.753933928102079,1.2365771065938567,53.32384190898173,5.99908864978608,4.497982665117641,1.2874396126498917,16.559518750099173
40,33,7.343832213340288,1.7320608838134794,33.06575270633801,7.616640617144394,5.264631919272906,0.5542887037467197,14.872898353303238
41,28,9.163792107344403,4.677428897818596,74.64474748451926,7.476956128214327,1.5791154111839714,0.89935395436744,20.066022821501075
42,45,7.210418313601952,3.541920240138599,119.09307472497348,6.328439133232498,4.529781182900036,0.6905291041141062,17.03946190606547
43,21,5.1067772285131365,2.7322152740594894,46.35878076917591,8.712407342039146,3.5184430466411944,0.3455135124924198,19.590105037574382
44,39,5.797575470598862,0.5572170049410208,68.8609504925416,8.379449309958531,5.1457532014207,1.2439615801877482,14.611607090569697
45,47,5.859621557611666,4.9658693022026155,49.872467508880256,5.895930183460324,3.5407085933259714,1.7639511102812149,10.661841258668023
46,26,6.383908692745587,3.5215472070258946,101.67260012662312,5.956570181738092,4.101206771344561,1.9181684845648068,13.813807434687424
47,27,6.560733432020497,1.9261511480522522,108.26836841546857,7.049201387548322,3.3887106319976796,0.38469272630783014,17.251110807082235
48,54,8.798692132445616,4.456708969990272,105.2826734646312,8.094288406922882,3.3907946177792203,1.4347455481259468,20.720177777812328
49,33,6.096321994295998,1.6629422913131815,116.9246686415109,5.176161517553858,4.839849890309157,1.3286787332113645,11.721464518236544
50,36,6.809390970648276,2.948074606322382,3.302302216849835,7.773340614938826,4.142832003236416,0.6867555791491451,14.918486473968843
51,55,7.749855922306313,3.362318436784213,100.77793945746372,7.592943589528388,4.166316008047052,0.038198398707451675,16.337042477187712
52,59,6.266355684641016,1.494785171541778,90.2126607646912,5.9259203836519525,3.251412419157629,1.3795824946257322,14.980513843193362
53,23,9.019388879753997,4.902787754602682,27.443329128043775,7.725412052965395,3.6555474816876377,1.8909897211190003,18.896267841882345
54,21,7.524721625404446,3.866863576905489,114.75841120650331,8.760732765008331,4.7285883310239365,1.2642402438313027,19.440822562957106
55,25,5.7642680753258295,3.0101595147998146,17.781351387593457,5.187143379887074,5.129704595559591,0.8705854483752682,11.489895962778672
56,23,8.28435519873897,1.312675691788854,81.545991256069,6.27860822116825,4.482807010720231,1.0503077882232568,14.42883060929772
57,48,7.165886380868715,0.7423619314911176,26.986826017909497,6.752706866665421,5.620364944228416,0.39925761531983506,12.667847389797181
58,37,7.206735347543481,1.9402692463444255,51.76567785288896,8.597041435698758,5.101620440736005,1.5010883275074751,19.55875930751166
59,45,6.886527690325516,3.8893430116103125,86.29918763334827,8.849045786436626,3.8093189490475923,1.492839660019698,15.559087092277544
60,53,6.982071692927494,1.7119908423591128,67.5989570439656,6.776460985985329,4.357030363218684,0.2910346007748499,13.212372852811706
61,29,8.592137686397443,2.9280029922297732,51.300219759373405,8.000113648568764,5.63154138460598,1.7559567649993182,16.448550421702514
62,55,4.617888875987893,3.7757622952883443,39.16061171183847,7.126644095057932,4.095840221215292,0.5383794789466105,12.012504964572743
63,33,6.006176867862893,0.9857467159090896,100.75915868505484,7.151131738965506,5.1240347398991535,1.9645121218732298,17.81559039768636
64,50,4.453020182823336,3.5838410725214302,17.257722037777647,6.112398060265425,4.4440525179499355,0.7658060280744916,10.34188516052388
65,34,8.519477324484704,0.9134189946952012,51.61234518357601,5.8678249834555185,3.7596818053023324,0.3557681174689993,17.16870018967525
66,27,5.633811128321796,4.843083839571484,108.45090861301706,6.152021383696164,2.2091909770767657,0.7034402226913046,14.181186926083567
67,33,9.384582458913306,2.697773585292228,101.50194605519613,7.225312029028317,3.1299875973421405,0.8803606573943863,20.80720442876151
68,42,7.159470799955763,1.1780424846944482,48.1130114967656,5.116620744088356,5.838714124168578,0.13861554607658966,16.075739218072215
69,59,8.804498628916726,2.0407263621509593,91.573003632157,8.628995777425622,4.288826916363,1.156436762446579,19.657198981958988
70,40,9.873588613695766,2.3603740218286764,98.77929968506311,5.625134838199105,3.8219769016949483,1.1952648797378007,23.478710552551064
71,35,9.038733156739424,3.911832549844418,106.66649088043557,5.880354707485546,5.664783127641137,1.4778609106989444,21.174693593602044
72,37,9.201962560069141,3.8454070373447418,65.34069228590735,7.073104705790586,3.9325589051872436,0.05833978458148659,20.441272248634757
73,43,6.4479069721890685,3.2537322740179895,24.535306326565415,7.840459065349117,3.6304125920870147,1.0824764288676603,15.403805724005224
74,45,7.310335571556038,0.9766882065132183,30.637089180471797,5.38291621897759,4.796554275751026,0.10581486654132877,17.136635881495486
75,44,5.5233313842598255,1.1820621721445312,35.48336088499251,6.270778790188649,4.563328094932722,1.4022884399333069,11.822324682666697
76,48,5.176678598160716,0.9219061429050048,71.25629769715385,8.874698422297428,1.9658000420421637,0.11145597140196895,17.916372275289717
77,34,7.0330472746362025,3.0972775247939754,3.9371548954330127,6.049371867123783,3.356541372870606,1.8234556966832653,18.430782175270707
